Fecha;Demanda (MW)
2007-02-11 10;24883.16
2007-02-11 11;26077.66
2007-02-11 12;26296.33
2007-02-11 13;26660.83
2007-02-11 14;26539.83
2007-02-11 15;25587.16
2007-02-11 16;24853.16
2007-02-11 17;24858.5
2007-02-11 18;26367.16
2007-02-11 19;29557.83
2007-02-11 20;30799.0
2007-02-11 21;31335.16
2007-02-11 22;30259.16
2007-02-11 23;29567.0
2007-02-12 00;27183.33
2007-02-12 01;24883.66
2007-02-12 02;23415.83
2007-02-12 03;22084.66
2007-02-12 04;21752.83
2007-02-12 05;22053.66
2007-02-12 06;24744.0
2007-02-12 07;29396.0
2007-02-12 08;33090.0
2007-02-12 09;34499.0
2007-02-12 10;35711.66
2007-02-12 11;35769.83
2007-02-12 12;35183.83
2007-02-12 13;34544.66
2007-02-12 14;32828.66
2007-02-12 15;32458.66
2007-02-12 16;32349.66
2007-02-12 17;32715.5
2007-02-12 18;33807.33
2007-02-12 19;36445.0
2007-02-12 20;36525.83
2007-02-12 21;35662.0
2007-02-12 22;33303.0
2007-02-12 23;32311.66
2007-02-13 00;29890.66
2007-02-13 01;27770.0
2007-02-13 02;26051.0
2007-02-13 03;25451.83
2007-02-13 04;24842.83
2007-02-13 05;25083.33
2007-02-13 06;27026.83
2007-02-13 07;30656.16
2007-02-13 08;34141.16
2007-02-13 09;35253.5
2007-02-13 10;36221.33
2007-02-13 11;36285.83
2007-02-13 12;35850.0
2007-02-13 13;35059.66
2007-02-13 14;33346.16
2007-02-13 15;33045.66
2007-02-13 16;32911.5
2007-02-13 17;33465.83
2007-02-13 18;34607.83
2007-02-13 19;36828.0
2007-02-13 20;36860.5
2007-02-13 21;36038.66
2007-02-13 22;33633.0
2007-02-13 23;32690.33
2007-02-14 00;30272.0
2007-02-14 01;27810.66
2007-02-14 02;25890.66
2007-02-14 03;25135.66
2007-02-14 04;24557.66
2007-02-14 05;24758.0
2007-02-14 06;27050.33
2007-02-14 07;30626.16
2007-02-14 08;34202.0
2007-02-14 09;34903.16
2007-02-14 10;35691.33
2007-02-14 11;35616.33
2007-02-14 12;35352.83
2007-02-14 13;34551.83
2007-02-14 14;32485.5
2007-02-14 15;32126.33
2007-02-14 16;31969.5
2007-02-14 17;32281.5
2007-02-14 18;33220.0
2007-02-14 19;35765.16
2007-02-14 20;36177.5
2007-02-14 21;35247.66
2007-02-14 22;33216.5
2007-02-14 23;32544.66
2007-02-15 00;30158.33
2007-02-15 01;27701.5
2007-02-15 02;26208.33
2007-02-15 03;25305.0
2007-02-15 04;24596.0
2007-02-15 05;24787.33
2007-02-15 06;26610.33
2007-02-15 07;30569.5
2007-02-15 08;34015.0
2007-02-15 09;35167.0
2007-02-15 10;36066.16
2007-02-15 11;36041.83
2007-02-15 12;35622.5
2007-02-15 13;34839.16
2007-02-15 14;32808.5
2007-02-15 15;32461.66
2007-02-15 16;32549.5
2007-02-15 17;32970.16
2007-02-15 18;34044.16
2007-02-15 19;36443.33
2007-02-15 20;36539.66
2007-02-15 21;35537.16
2007-02-15 22;33088.16
2007-02-15 23;32413.83
2007-02-16 00;29774.16
2007-02-16 01;27456.5
2007-02-16 02;25790.0
2007-02-16 03;24807.66
2007-02-16 04;24343.83
2007-02-16 05;24217.83
2007-02-16 06;26378.5
2007-02-16 07;30335.66
2007-02-16 08;33376.33
2007-02-16 09;34290.0
2007-02-16 10;35147.83
2007-02-16 11;35135.16
2007-02-16 12;34773.5
2007-02-16 13;33814.0
2007-02-16 14;31908.5
2007-02-16 15;31381.66
2007-02-16 16;31128.83
2007-02-16 17;31479.5
2007-02-16 18;32607.5
2007-02-16 19;35334.0
2007-02-16 20;35236.0
2007-02-16 21;34340.0
2007-02-16 22;32180.83
2007-02-16 23;31912.33
2007-02-17 00;30409.16
2007-02-17 01;28160.33
2007-02-17 02;25959.83
2007-02-17 03;24385.66
2007-02-17 04;23490.33
2007-02-17 05;22912.5
2007-02-17 06;23009.0
2007-02-17 07;23584.33
2007-02-17 08;24671.66
2007-02-17 09;27393.0
2007-02-17 10;30102.33
2007-02-17 11;30534.33
2007-02-17 12;30637.16
2007-02-17 13;30582.5
2007-02-17 14;29311.66
2007-02-17 15;28016.66
2007-02-17 16;27483.66
2007-02-17 17;27566.33
2007-02-17 18;28543.33
2007-02-17 19;31242.66
2007-02-17 20;31862.5
2007-02-17 21;31592.16
2007-02-17 22;29943.83
2007-02-17 23;30466.33
2007-02-18 00;28643.66
2007-02-18 01;26196.16
2007-02-18 02;23979.16
2007-02-18 03;22469.5
2007-02-18 04;21496.83
2007-02-18 05;20981.66
2007-02-18 06;20847.83
2007-02-18 07;20312.0
2007-02-18 08;20019.33
2007-02-18 09;21786.66
2007-02-18 10;23932.5
2007-02-18 11;25208.0
2007-02-18 12;25527.83
2007-02-18 13;25776.16
2007-02-18 14;25706.5
2007-02-18 15;24661.66
2007-02-18 16;24227.0
2007-02-18 17;24169.16
2007-02-18 18;25385.83
2007-02-18 19;28565.33
2007-02-18 20;30196.16
2007-02-18 21;31112.33
2007-02-18 22;30114.66
2007-02-18 23;30014.83
2007-02-19 00;27655.83
2007-02-19 01;25282.66
2007-02-19 02;23709.33
2007-02-19 03;22734.16
2007-02-19 04;22538.16
2007-02-19 05;23083.5
2007-02-19 06;25588.16
2007-02-19 07;29783.83
2007-02-19 08;33265.66
2007-02-19 09;34934.5
2007-02-19 10;36342.83
2007-02-19 11;36566.66
2007-02-19 12;36336.0
2007-02-19 13;35511.66
2007-02-19 14;33638.66
2007-02-19 15;33349.66
2007-02-19 16;33308.16
2007-02-19 17;33705.66
2007-02-19 18;34749.5
2007-02-19 19;37019.5
2007-02-19 20;37213.66
2007-02-19 21;36259.33
2007-02-19 22;33774.33
2007-02-19 23;32835.0
2007-02-20 00;30370.0
2007-02-20 01;28081.66
2007-02-20 02;26212.83
2007-02-20 03;25394.33
2007-02-20 04;24800.0
2007-02-20 05;24790.16
2007-02-20 06;26794.16
2007-02-20 07;30585.5
2007-02-20 08;33933.66
2007-02-20 09;35496.16
2007-02-20 10;36774.33
2007-02-20 11;37297.33
2007-02-20 12;37301.5
2007-02-20 13;36811.16
2007-02-20 14;34752.33
2007-02-20 15;34409.83
2007-02-20 16;34457.33
2007-02-20 17;34943.83
2007-02-20 18;35851.5
2007-02-20 19;37979.33
2007-02-20 20;38156.83
2007-02-20 21;37184.0
2007-02-20 22;34481.5
2007-02-20 23;33546.83
2007-02-21 00;30636.66
2007-02-21 01;27963.66
2007-02-21 02;26048.5
2007-02-21 03;25300.66
2007-02-21 04;24967.5
2007-02-21 05;24847.16
2007-02-21 06;26998.83
2007-02-21 07;30709.0
2007-02-21 08;34307.16
2007-02-21 09;36042.66
2007-02-21 10;37198.5
2007-02-21 11;37433.66
2007-02-21 12;37096.83
2007-02-21 13;36330.33
2007-02-21 14;34185.83
2007-02-21 15;33897.16
2007-02-21 16;33955.5
2007-02-21 17;34192.16
2007-02-21 18;35175.16
2007-02-21 19;37722.0
2007-02-21 20;38117.5
2007-02-21 21;36934.33
2007-02-21 22;34381.5
2007-02-21 23;33572.0
2007-02-22 00;30622.0
2007-02-22 01;28047.83
2007-02-22 02;26297.16
2007-02-22 03;25311.16
2007-02-22 04;24892.16
2007-02-22 05;25033.0
2007-02-22 06;26769.0
2007-02-22 07;30453.33
2007-02-22 08;33829.16
2007-02-22 09;35619.0
2007-02-22 10;36881.5
2007-02-22 11;37341.5
2007-02-22 12;36965.16
2007-02-22 13;36150.83
2007-02-22 14;34194.16
2007-02-22 15;34082.66
2007-02-22 16;34108.33
2007-02-22 17;34210.0
2007-02-22 18;34962.5
2007-02-22 19;37401.0
2007-02-22 20;37934.83
2007-02-22 21;36788.0
2007-02-22 22;34317.33
2007-02-22 23;33330.66
2007-02-23 00;30505.66
2007-02-23 01;28069.16
2007-02-23 02;26324.33
2007-02-23 03;25352.66
2007-02-23 04;24810.16
2007-02-23 05;24897.0
2007-02-23 06;26907.83
2007-02-23 07;30560.66
2007-02-23 08;33794.66
2007-02-23 09;35260.66
2007-02-23 10;36183.33
2007-02-23 11;36169.0
2007-02-23 12;35732.83
2007-02-23 13;35169.5
2007-02-23 14;33335.16
2007-02-23 15;32937.33
2007-02-23 16;32771.16
2007-02-23 17;32991.16
2007-02-23 18;33819.33
2007-02-23 19;36101.33
2007-02-23 20;36307.33
2007-02-23 21;35348.5
2007-02-23 22;33380.83
2007-02-23 23;33040.66
2007-02-24 00;31289.66
2007-02-24 01;28457.16
2007-02-24 02;26329.66
2007-02-24 03;24840.33
2007-02-24 04;24060.0
2007-02-24 05;23302.33
2007-02-24 06;23226.16
2007-02-24 07;23727.66
2007-02-24 08;24708.66
2007-02-24 09;27658.16
2007-02-24 10;30075.66
2007-02-24 11;30503.33
2007-02-24 12;30565.5
2007-02-24 13;30037.0
2007-02-24 14;28789.5
2007-02-24 15;27242.5
2007-02-24 16;26740.33
2007-02-24 17;26508.83
2007-02-24 18;27496.5
2007-02-24 19;30612.33
2007-02-24 20;32188.33
2007-02-24 21;32044.83
2007-02-24 22;30598.16
2007-02-24 23;30869.83
2007-02-25 00;28896.5
2007-02-25 01;26458.0
2007-02-25 02;24294.0
2007-02-25 03;22716.33
2007-02-25 04;21656.66
2007-02-25 05;21283.16
2007-02-25 06;21223.5
2007-02-25 07;20790.83
2007-02-25 08;20337.5
2007-02-25 09;22260.16
2007-02-25 10;24368.5
2007-02-25 11;25537.0
2007-02-25 12;26004.5
2007-02-25 13;26386.33
2007-02-25 14;26506.5
2007-02-25 15;25217.5
2007-02-25 16;24497.66
2007-02-25 17;24121.83
2007-02-25 18;25072.83
2007-02-25 19;28539.16
2007-02-25 20;30518.33
2007-02-25 21;31132.16
2007-02-25 22;30146.83
2007-02-25 23;30063.83
2007-02-26 00;27653.33
2007-02-26 01;25326.66
2007-02-26 02;23868.5
2007-02-26 03;22821.5
2007-02-26 04;22573.16
2007-02-26 05;22827.16
2007-02-26 06;25376.66
2007-02-26 07;29288.66
2007-02-26 08;32852.5
2007-02-26 09;34309.66
2007-02-26 10;35301.16
2007-02-26 11;35288.0
2007-02-26 12;34875.16
2007-02-26 13;34176.83
2007-02-26 14;32400.33
2007-02-26 15;31929.16
2007-02-26 16;31860.5
2007-02-26 17;32029.33
2007-02-26 18;32641.66
2007-02-26 19;35275.16
2007-02-26 20;36370.0
2007-02-26 21;35570.0
2007-02-26 22;33068.33
2007-02-26 23;32280.5
2007-02-27 00;29743.16
2007-02-27 01;27278.83
2007-02-27 02;25663.5
2007-02-27 03;24860.66
2007-02-27 04;24619.0
2007-02-27 05;24782.16
2007-02-27 06;26692.5
2007-02-27 07;30543.66
2007-02-27 08;33607.5
2007-02-27 09;35050.16
2007-02-27 10;35905.5
2007-02-27 11;35932.83
2007-02-27 12;35405.83
2007-02-27 13;34527.16
2007-02-27 14;32742.33
2007-02-27 15;32506.83
2007-02-27 16;32375.66
2007-02-27 17;32394.16
2007-02-27 18;33000.0
2007-02-27 19;35650.5
2007-02-27 20;36577.33
2007-02-27 21;35577.5
2007-02-27 22;33166.0
2007-02-27 23;32209.16
2007-02-28 00;30053.33
2007-02-28 01;27595.16
2007-02-28 02;25787.0
2007-02-28 03;24814.33
2007-02-28 04;24208.5
2007-02-28 05;24259.66
2007-02-28 06;25864.66
2007-02-28 07;29165.16
2007-02-28 08;31737.83
2007-02-28 09;33058.66
2007-02-28 10;34086.5
2007-02-28 11;34134.33
2007-02-28 12;33723.66
2007-02-28 13;33137.83
2007-02-28 14;31677.16
2007-02-28 15;31218.0
2007-02-28 16;31089.66
2007-02-28 17;31128.33
2007-02-28 18;31761.83
2007-02-28 19;34421.0
2007-02-28 20;35389.83
2007-02-28 21;34716.33
2007-02-28 22;32645.83
2007-02-28 23;31861.66
2007-03-01 00;29300.33
2007-03-01 01;26670.66
2007-03-01 02;24977.33
2007-03-01 03;24084.83
2007-03-01 04;23577.66
2007-03-01 05;23766.5
2007-03-01 06;25865.83
2007-03-01 07;29437.16
2007-03-01 08;32199.33
2007-03-01 09;33565.33
2007-03-01 10;34455.83
2007-03-01 11;34607.66
2007-03-01 12;34167.5
2007-03-01 13;33639.16
2007-03-01 14;31782.5
2007-03-01 15;31517.16
2007-03-01 16;31394.16
2007-03-01 17;31571.16
2007-03-01 18;32066.83
2007-03-01 19;34719.0
2007-03-01 20;35738.5
2007-03-01 21;34813.33
2007-03-01 22;32278.0
2007-03-01 23;31479.33
2007-03-02 00;29118.16
2007-03-02 01;27063.5
2007-03-02 02;25374.16
2007-03-02 03;24309.5
2007-03-02 04;24042.83
2007-03-02 05;24219.33
2007-03-02 06;26292.16
2007-03-02 07;29790.5
2007-03-02 08;32488.83
2007-03-02 09;33532.16
2007-03-02 10;34416.83
2007-03-02 11;34545.66
2007-03-02 12;34183.33
2007-03-02 13;33572.83
2007-03-02 14;31713.0
2007-03-02 15;31258.16
2007-03-02 16;30955.66
2007-03-02 17;31057.0
2007-03-02 18;31371.66
2007-03-02 19;33743.33
2007-03-02 20;34335.83
2007-03-02 21;33577.0
2007-03-02 22;31617.83
2007-03-02 23;31295.5
2007-03-03 00;29568.5
2007-03-03 01;27012.66
2007-03-03 02;25001.66
2007-03-03 03;23693.66
2007-03-03 04;23062.33
2007-03-03 05;22512.66
2007-03-03 06;22723.33
2007-03-03 07;23055.5
2007-03-03 08;24148.66
2007-03-03 09;26795.33
2007-03-03 10;29097.16
2007-03-03 11;29698.83
2007-03-03 12;29454.66
2007-03-03 13;28987.83
2007-03-03 14;27669.83
2007-03-03 15;26470.5
2007-03-03 16;25628.0
2007-03-03 17;25622.5
2007-03-03 18;26372.66
2007-03-03 19;29257.16
2007-03-03 20;31040.33
2007-03-03 21;31100.83
2007-03-03 22;29507.66
2007-03-03 23;29282.5
2007-03-04 00;27627.66
2007-03-04 01;24972.5
2007-03-04 02;23097.33
2007-03-04 03;21805.16
2007-03-04 04;21087.5
2007-03-04 05;20644.33
2007-03-04 06;20727.0
2007-03-04 07;20207.16
2007-03-04 08;20094.5
2007-03-04 09;21841.16
2007-03-04 10;23720.33
2007-03-04 11;24644.0
2007-03-04 12;24777.5
2007-03-04 13;24863.66
2007-03-04 14;24690.0
2007-03-04 15;23576.0
2007-03-04 16;23049.5
2007-03-04 17;22726.5
2007-03-04 18;23687.66
2007-03-04 19;26846.5
2007-03-04 20;29040.16
2007-03-04 21;29575.16
2007-03-04 22;28372.83
2007-03-04 23;27815.66
2007-03-05 00;25641.5
2007-03-05 01;23535.0
2007-03-05 02;22187.16
2007-03-05 03;21417.16
2007-03-05 04;21233.16
2007-03-05 05;21479.16
2007-03-05 06;24266.0
2007-03-05 07;28113.66
2007-03-05 08;31089.16
2007-03-05 09;32738.16
2007-03-05 10;33788.33
2007-03-05 11;34108.66
2007-03-05 12;34281.83
2007-03-05 13;34104.16
2007-03-05 14;32329.0
2007-03-05 15;31892.16
2007-03-05 16;31948.83
2007-03-05 17;32220.33
2007-03-05 18;32422.16
2007-03-05 19;35013.5
2007-03-05 20;36046.5
2007-03-05 21;34862.66
2007-03-05 22;32252.66
2007-03-05 23;30842.33
2007-03-06 00;28455.33
2007-03-06 01;26281.83
2007-03-06 02;24595.16
2007-03-06 03;23948.5
2007-03-06 04;23498.0
2007-03-06 05;23748.66
2007-03-06 06;25881.16
2007-03-06 07;29758.0
2007-03-06 08;32935.66
2007-03-06 09;33915.0
2007-03-06 10;35130.33
2007-03-06 11;35679.0
2007-03-06 12;35920.83
2007-03-06 13;35650.0
2007-03-06 14;33501.33
2007-03-06 15;33344.83
2007-03-06 16;33388.0
2007-03-06 17;34010.5
2007-03-06 18;34270.16
2007-03-06 19;36350.33
2007-03-06 20;37118.16
2007-03-06 21;35827.16
2007-03-06 22;32901.66
2007-03-06 23;31602.5
2007-03-07 00;29075.0
2007-03-07 01;26833.33
2007-03-07 02;25150.16
2007-03-07 03;24137.33
2007-03-07 04;23897.83
2007-03-07 05;24042.5
2007-03-07 06;26150.5
2007-03-07 07;29651.33
2007-03-07 08;32730.83
2007-03-07 09;34227.16
2007-03-07 10;35013.16
2007-03-07 11;35431.5
2007-03-07 12;35446.5
2007-03-07 13;35014.33
2007-03-07 14;33037.33
2007-03-07 15;33167.5
2007-03-07 16;33296.5
2007-03-07 17;33553.5
2007-03-07 18;33705.16
2007-03-07 19;35408.5
2007-03-07 20;36634.5
2007-03-07 21;35030.83
2007-03-07 22;32160.33
2007-03-07 23;31107.5
2007-03-08 00;28481.66
2007-03-08 01;26289.16
2007-03-08 02;24839.66
2007-03-08 03;23936.5
2007-03-08 04;23604.83
2007-03-08 05;23803.66
2007-03-08 06;25949.16
2007-03-08 07;29209.0
2007-03-08 08;32391.0
2007-03-08 09;33349.16
2007-03-08 10;34546.16
2007-03-08 11;35069.83
2007-03-08 12;35179.0
2007-03-08 13;34821.0
2007-03-08 14;32671.33
2007-03-08 15;32112.16
2007-03-08 16;32280.5
2007-03-08 17;32442.5
2007-03-08 18;32590.0
2007-03-08 19;34609.66
2007-03-08 20;36469.66
2007-03-08 21;35379.83
2007-03-08 22;32869.5
2007-03-08 23;31483.16
2007-03-09 00;29359.16
2007-03-09 01;27322.83
2007-03-09 02;25650.5
2007-03-09 03;24805.66
2007-03-09 04;24537.5
2007-03-09 05;24642.5
2007-03-09 06;26737.16
2007-03-09 07;29881.5
2007-03-09 08;33104.16
2007-03-09 09;34200.16
2007-03-09 10;35114.83
2007-03-09 11;35295.33
2007-03-09 12;35159.33
2007-03-09 13;34912.0
2007-03-09 14;33420.83
2007-03-09 15;33005.66
2007-03-09 16;32839.0
2007-03-09 17;32849.33
2007-03-09 18;32942.5
2007-03-09 19;34827.33
2007-03-09 20;36002.16
2007-03-09 21;34943.33
2007-03-09 22;32845.33
2007-03-09 23;32392.33
2007-03-10 00;30500.66
2007-03-10 01;28101.16
2007-03-10 02;25921.5
2007-03-10 03;24779.16
2007-03-10 04;24055.16
2007-03-10 05;23475.83
2007-03-10 06;23387.0
2007-03-10 07;23704.5
2007-03-10 08;25212.0
2007-03-10 09;27863.33
2007-03-10 10;29928.66
2007-03-10 11;30385.16
2007-03-10 12;30083.16
2007-03-10 13;29605.16
2007-03-10 14;28224.16
2007-03-10 15;26752.33
2007-03-10 16;25904.66
2007-03-10 17;25960.5
2007-03-10 18;26354.0
2007-03-10 19;29104.5
2007-03-10 20;31760.66
2007-03-10 21;32042.33
2007-03-10 22;30069.83
2007-03-10 23;30020.0
2007-03-11 00;28279.16
2007-03-11 01;25645.83
2007-03-11 02;23536.83
2007-03-11 03;22376.0
2007-03-11 04;21523.5
2007-03-11 05;21304.83
2007-03-11 06;21189.5
2007-03-11 07;20484.0
2007-03-11 08;20749.83
2007-03-11 09;22484.66
2007-03-11 10;24149.33
2007-03-11 11;24958.66
2007-03-11 12;24820.33
2007-03-11 13;24924.66
2007-03-11 14;24844.16
2007-03-11 15;23725.5
2007-03-11 16;23098.83
2007-03-11 17;22816.83
2007-03-11 18;23405.16
2007-03-11 19;26744.33
2007-03-11 20;29837.33
2007-03-11 21;30827.33
2007-03-11 22;29741.0
2007-03-11 23;29212.5
2007-03-12 00;26727.33
2007-03-12 01;24436.0
2007-03-12 02;22993.0
2007-03-12 03;22204.5
2007-03-12 04;21874.83
2007-03-12 05;22174.5
2007-03-12 06;25025.33
2007-03-12 07;28608.5
2007-03-12 08;32220.0
2007-03-12 09;33562.33
2007-03-12 10;34677.5
2007-03-12 11;35010.16
2007-03-12 12;35055.66
2007-03-12 13;34721.83
2007-03-12 14;32819.33
2007-03-12 15;32472.16
2007-03-12 16;32515.83
2007-03-12 17;32580.16
2007-03-12 18;32447.0
2007-03-12 19;34888.16
2007-03-12 20;36613.66
2007-03-12 21;35823.16
2007-03-12 22;32942.5
2007-03-12 23;31471.16
2007-03-13 00;28981.16
2007-03-13 01;26673.33
2007-03-13 02;25057.0
2007-03-13 03;24241.0
2007-03-13 04;23817.0
2007-03-13 05;24233.83
2007-03-13 06;26490.83
2007-03-13 07;29916.16
2007-03-13 08;32955.66
2007-03-13 09;34240.33
2007-03-13 10;34940.66
2007-03-13 11;35092.0
2007-03-13 12;35012.33
2007-03-13 13;34623.66
2007-03-13 14;32856.33
2007-03-13 15;32448.16
2007-03-13 16;32485.0
2007-03-13 17;32435.5
2007-03-13 18;32418.66
2007-03-13 19;34647.33
2007-03-13 20;36616.66
2007-03-13 21;36016.66
2007-03-13 22;33127.0
2007-03-13 23;31727.66
2007-03-14 00;29253.5
2007-03-14 01;26940.66
2007-03-14 02;25403.33
2007-03-14 03;24591.66
2007-03-14 04;24262.5
2007-03-14 05;24375.83
2007-03-14 06;26506.5
2007-03-14 07;29606.0
2007-03-14 08;32849.33
2007-03-14 09;34224.33
2007-03-14 10;34811.66
2007-03-14 11;34874.0
2007-03-14 12;34781.0
2007-03-14 13;34226.5
2007-03-14 14;32488.66
2007-03-14 15;31983.0
2007-03-14 16;32132.66
2007-03-14 17;32302.16
2007-03-14 18;32234.0
2007-03-14 19;34869.66
2007-03-14 20;36717.33
2007-03-14 21;35900.0
2007-03-14 22;33091.5
2007-03-14 23;31764.66
2007-03-15 00;28879.16
2007-03-15 01;26696.66
2007-03-15 02;25112.16
2007-03-15 03;24230.5
2007-03-15 04;23962.66
2007-03-15 05;24152.83
2007-03-15 06;26422.0
2007-03-15 07;29536.83
2007-03-15 08;32481.16
2007-03-15 09;33458.0
2007-03-15 10;34225.83
2007-03-15 11;34283.33
2007-03-15 12;34321.5
2007-03-15 13;34040.66
2007-03-15 14;32269.5
2007-03-15 15;32069.0
2007-03-15 16;31709.5
2007-03-15 17;31798.66
2007-03-15 18;31795.83
2007-03-15 19;33861.5
2007-03-15 20;35853.83
2007-03-15 21;34976.0
2007-03-15 22;32411.0
2007-03-15 23;31256.0
2007-03-16 00;29230.83
2007-03-16 01;26993.83
2007-03-16 02;25389.16
2007-03-16 03;24521.16
2007-03-16 04;24200.83
2007-03-16 05;24355.83
2007-03-16 06;26564.16
2007-03-16 07;29796.16
2007-03-16 08;32580.66
2007-03-16 09;33866.16
2007-03-16 10;34604.0
2007-03-16 11;34744.0
2007-03-16 12;34773.66
2007-03-16 13;34480.0
2007-03-16 14;32482.16
2007-03-16 15;31986.16
2007-03-16 16;31809.5
2007-03-16 17;31976.83
2007-03-16 18;32025.33
2007-03-16 19;33999.16
2007-03-16 20;35615.5
2007-03-16 21;34545.83
2007-03-16 22;32474.16
2007-03-16 23;31732.66
2007-03-17 00;29729.33
2007-03-17 01;27379.83
2007-03-17 02;25564.66
2007-03-17 03;24453.66
2007-03-17 04;23663.66
2007-03-17 05;23226.0
2007-03-17 06;23273.66
2007-03-17 07;23293.16
2007-03-17 08;24725.33
2007-03-17 09;27397.66
2007-03-17 10;29477.16
2007-03-17 11;29756.33
2007-03-17 12;29639.66
2007-03-17 13;29304.16
2007-03-17 14;27926.0
2007-03-17 15;26832.0
2007-03-17 16;26270.66
2007-03-17 17;26089.66
2007-03-17 18;26493.83
2007-03-17 19;28846.66
2007-03-17 20;31624.83
2007-03-17 21;31784.83
2007-03-17 22;30219.66
2007-03-17 23;29800.16
2007-03-18 00;27544.83
2007-03-18 01;24960.33
2007-03-18 02;23113.0
2007-03-18 03;21972.5
2007-03-18 04;21315.66
2007-03-18 05;20938.66
2007-03-18 06;20913.0
2007-03-18 07;20021.0
2007-03-18 08;20415.83
2007-03-18 09;22236.66
2007-03-18 10;23926.33
2007-03-18 11;24601.16
2007-03-18 12;24647.16
2007-03-18 13;24584.16
2007-03-18 14;24357.0
2007-03-18 15;23414.0
2007-03-18 16;22706.16
2007-03-18 17;22427.33
2007-03-18 18;23219.0
2007-03-18 19;26026.66
2007-03-18 20;29397.0
2007-03-18 21;30152.0
2007-03-18 22;29104.16
2007-03-18 23;28528.0
2007-03-19 00;25967.5
2007-03-19 01;23772.66
2007-03-19 02;22410.83
2007-03-19 03;21664.33
2007-03-19 04;21518.33
2007-03-19 05;21791.5
2007-03-19 06;23830.16
2007-03-19 07;26238.5
2007-03-19 08;29087.83
2007-03-19 09;30966.16
2007-03-19 10;32380.16
2007-03-19 11;32789.5
2007-03-19 12;32871.16
2007-03-19 13;32655.33
2007-03-19 14;31197.33
2007-03-19 15;30506.33
2007-03-19 16;30542.16
2007-03-19 17;30832.5
2007-03-19 18;31005.33
2007-03-19 19;33027.66
2007-03-19 20;35402.83
2007-03-19 21;34702.66
2007-03-19 22;32335.83
2007-03-19 23;31051.33
2007-03-20 00;29188.5
2007-03-20 01;26882.83
2007-03-20 02;25263.83
2007-03-20 03;24618.66
2007-03-20 04;24221.83
2007-03-20 05;24399.83
2007-03-20 06;26618.5
2007-03-20 07;29573.0
2007-03-20 08;32996.66
2007-03-20 09;34802.16
2007-03-20 10;36289.83
2007-03-20 11;36967.0
2007-03-20 12;37215.5
2007-03-20 13;36992.16
2007-03-20 14;34902.66
2007-03-20 15;34640.16
2007-03-20 16;34969.0
2007-03-20 17;35001.33
2007-03-20 18;34915.16
2007-03-20 19;36542.0
2007-03-20 20;38874.66
2007-03-20 21;37918.33
2007-03-20 22;34732.16
2007-03-20 23;33215.83
2007-03-21 00;30761.33
2007-03-21 01;28425.0
2007-03-21 02;26859.66
2007-03-21 03;25858.5
2007-03-21 04;25392.0
